0.9713,0.9711,0.9481,0.9436,0.9491,0.9458,0.9496,0.9475,0.9422,0.9446,0.9419,0.9494,0.9722,0.9520
0.9730,0.9575,0.9447,0.9403,0.9235,0.9353,0.9326,0.9554,0.9381,0.9378,0.9217,0.9378,0.9636,0.9432
0.5405,0.6745,0.9296,1.0000,1.0000,0.9950,0.9896,0.9950,0.9952,0.9867,0.9309,0.6842,0.4773,0.8614
0.9622,0.9575,0.8945,0.9254,0.8929,0.9154,0.9171,0.9505,0.9095,0.9333,0.9078,0.9330,0.9591,0.9276
0.5243,0.6934,0.9146,1.0000,1.0000,0.9950,1.0000,0.9950,0.9952,0.9822,0.9631,0.7033,0.4773,0.8649
